CustomerID,Recency,Frequency,Monetary,Log_Frequency,Log_Monetary,Cluster,Segment,Cluster_Optimized,HC_Cluster
12484,33,6,4527.32,1.9459101490553132,8.418106288764006,3,High-Value,3,1
12488,10,3,1298.66,1.3862943611198906,7.169857970780942,1,Regular,1,0
12489,336,1,334.93,0.6931471805599453,5.816902804925467,2,At-Risk,2,2
12490,5,10,5417.93,2.3978952727983707,8.597653657970227,3,High-Value,3,1
12491,39,1,460.40000000000003,0.6931471805599453,6.134265345739653,0,Occasional,0,3
12492,63,2,263.21000000000004,1.0986122886681098,5.5767442414854775,0,Occasional,0,3
12493,166,2,433.74,1.0986122886681098,6.0747481512447195,2,At-Risk,2,0
12494,16,7,1246.1000000000001,2.0794415416798357,7.128576134926702,1,Regular,1,0
12497,82,1,1043.1,0.6931471805599453,6.950910549296065,0,Occasional,0,3
12498,21,3,403.70000000000005,1.3862943611198906,6.00314605188182,0,Regular,0,0
12500,23,11,3735.58,2.4849066497880004,8.225926033551957,3,High-Value,3,1
12501,337,1,2169.39,0.6931471805599453,7.682662153888476,2,At-Risk,2,2
12502,96,5,3723.87,1.791759469228055,8.222787230875806,1,High-Value,1,0
12504,18,2,482.04999999999995,1.0986122886681098,6.180120167963518,0,Occasional,0,0
12506,233,1,73.5,0.6931471805599453,4.310799125385514,2,At-Risk,2,2
12507,134,3,1299.53,1.3862943611198906,7.170527152673393,1,At-Risk,1,0
12508,26,2,397.88,1.0986122886681098,5.988660619775247,0,Occasional,0,3
12509,284,1,176.5,0.6931471805599453,5.178970608915471,2,At-Risk,2,2
12510,143,2,982.5699999999999,1.0986122886681098,6.8911888096735625,1,At-Risk,1,0
12512,66,2,132.18,1.0986122886681098,4.891701596682476,0,Occasional,0,3
12513,113,1,612.29,0.6931471805599453,6.418837907265026,0,At-Risk,0,3
12514,267,1,1017.68,0.6931471805599453,6.926262950537876,2,At-Risk,2,2
12515,353,1,383.7,0.6931471805599453,5.95246380975825,2,At-Risk,2,2
12516,78,2,1312.06,1.0986122886681098,7.180115570136106,1,Occasional,1,0
12517,28,5,2481.6,1.791759469228055,7.817061677081847,1,Regular,1,0
12518,1,5,2056.89,1.791759469228055,7.629436465014086,1,Regular,1,0
12519,64,1,330.84,0.6931471805599453,5.804652925041163,0,Occasional,0,3
12520,79,5,2634.26,1.791759469228055,7.876737127834484,1,Regular,1,0
12521,143,1,599.68,0.6931471805599453,6.39806234681208,0,At-Risk,0,3
12522,39,2,192.72,1.0986122886681098,5.266413817535028,0,Occasional,0,3
12523,19,11,1789.77,2.4849066497880004,7.490400973937009,3,Regular,3,0
12524,9,8,4485.72,2.1972245773362196,8.408877201532766,3,High-Value,3,1
12526,1,3,1316.66,1.3862943611198906,7.183612715167257,1,Regular,1,0
12527,82,3,348.71000000000004,1.3862943611198906,5.857104239599851,0,Regular,0,0
12528,9,6,1933.48,1.9459101490553132,7.567593835498341,1,Regular,1,0
12530,60,4,1662.28,1.6094379124341003,7.416546835435133,1,Regular,1,0
12531,15,1,125.22,0.6931471805599453,4.838026416156094,0,Occasional,0,3
12532,30,1,349.83000000000004,0.6931471805599453,5.860301775655642,0,Occasional,0,3
12534,131,1,1089.18,0.6931471805599453,6.9940980992041535,0,At-Risk,0,3
12535,92,2,716.35,1.0986122886681098,6.575563866544399,0,Occasional,0,0
12536,43,3,4686.75,1.3862943611198906,8.452708002189828,1,High-Value,1,0
12538,29,1,363.95,0.6931471805599453,5.899760357897641,0,Occasional,0,3
12539,22,4,5568.35,1.6094379124341003,8.625033629522884,1,High-Value,1,0
12540,20,17,13359.28,2.8903717578961645,9.500041404954851,3,High-Value,3,1
12541,30,3,981.18,1.3862943611198906,6.889774590946187,1,Regular,1,0
12544,36,1,372.7,0.6931471805599453,5.923453336491439,0,Occasional,0,3
12545,75,2,1000.39,1.0986122886681098,6.9091443138264115,1,Occasional,1,0
12546,47,2,1161.5,1.0986122886681098,7.058328137461511,1,Occasional,1,0
12547,198,2,207.79999999999998,1.0986122886681098,5.341376856008484,2,At-Risk,2,3
12548,166,1,95.19999999999999,0.6931471805599453,4.566429357671661,2,At-Risk,2,3
12550,79,1,964.83,0.6931471805599453,6.872987835288763,0,Occasional,0,3
12551,358,1,168.0,0.6931471805599453,5.1298987149230735,2,At-Risk,2,2
12552,39,2,437.82,1.0986122886681098,6.084089306213804,0,Occasional,0,3
12553,8,10,3692.28,2.3978952727983707,8.214270231095687,3,High-Value,3,1
12556,50,2,599.56,1.0986122886681098,6.397862553264747,0,Occasional,0,0
12557,16,5,4744.14,1.791759469228055,8.464876215350605,1,High-Value,1,1
12558,8,1,269.96,0.6931471805599453,5.601971208509516,0,Occasional,0,3
12559,311,2,561.71,1.0986122886681098,6.33276439774036,2,At-Risk,2,2
12560,5,3,2134.01,1.3862943611198906,7.666226609492505,1,Regular,1,0
12561,303,1,238.85,0.6931471805599453,5.480013727948073,2,At-Risk,2,2
12562,8,7,3781.7400000000002,2.0794415416798357,8.23820389374878,3,High-Value,3,1
12564,261,1,456.9,0.6931471805599453,6.12665081966305,2,At-Risk,2,2
12565,289,1,145.92,0.6931471805599453,4.989888220951467,2,At-Risk,2,2
12566,86,1,351.65,0.6931471805599453,5.865476063654188,0,Occasional,0,3
12567,23,10,9401.28,2.3978952727983707,9.148707492038316,3,High-Value,3,1
12569,2,32,4124.69,3.4965075614664802,8.324988557507531,3,High-Value,3,1
12571,40,2,519.61,1.0986122886681098,6.255001200981438,0,Occasional,0,0
12572,9,2,1020.42,1.0986122886681098,6.928949094989139,1,Occasional,1,0
12573,227,1,160.54000000000002,0.6931471805599453,5.08475279001415,2,At-Risk,2,2
12574,316,1,218.45,0.6931471805599453,5.391124416134243,2,At-Risk,2,2
12576,36,5,1315.83,1.791759469228055,7.182982612166326,1,Regular,1,0
12577,35,3,626.6,1.3862943611198906,6.441903020858877,1,Regular,1,0
12578,21,2,2794.51,1.0986122886681098,7.935769837637909,1,Occasional,1,0
12579,78,1,440.42,0.6931471805599453,6.0899968031722285,0,Occasional,0,3
12580,247,1,415.7,0.6931471805599453,6.032366538428407,2,At-Risk,2,2
12581,40,1,197.71,0.6931471805599453,5.291846475417725,0,Occasional,0,3
12582,239,2,511.36,1.0986122886681098,6.239027502962935,2,At-Risk,2,2
12583,3,15,7281.38,2.772588722239781,8.89321301083995,3,High-Value,3,1
12584,4,9,2338.15,2.302585092994046,7.757542894498013,3,Regular,3,1
12585,234,2,2040.1,1.0986122886681098,7.621244157199997,2,At-Risk,2,0
12586,17,1,196.94000000000003,0.6931471805599453,5.2879639544685455,0,Occasional,0,3
12587,8,1,144.0,0.6931471805599453,4.976733742420574,0,Occasional,0,3
12588,39,1,214.89999999999998,0.6931471805599453,5.3748153375207615,0,Occasional,0,3
12589,29,2,646.68,1.0986122886681098,6.473396747218991,0,Occasional,0,0
12590,211,2,8621.74,1.0986122886681098,9.06215817857846,1,High-Value,1,0
12591,317,1,452.84999999999997,0.6931471805599453,6.117766746972636,2,At-Risk,2,2
12592,92,2,437.6,1.0986122886681098,6.083587835983788,0,Occasional,0,3
12593,109,3,418.09999999999997,1.3862943611198906,6.038109554931026,0,At-Risk,0,0
12594,38,10,3338.2200000000003,2.3978952727983707,8.113492525763553,3,High-Value,3,1
12596,51,2,618.27,1.0986122886681098,6.428541364981557,0,Occasional,0,0
12597,19,4,3714.26,1.6094379124341003,8.220203941243966,1,High-Value,1,0
12598,10,8,3023.08,2.1972245773362196,8.01436219197595,3,Regular,3,1
12599,29,7,1032.58,2.0794415416798357,6.940783782995926,1,Regular,1,0
12600,29,10,2564.96,2.3978952727983707,7.850087956589544,3,Regular,3,1
12601,190,5,577.0600000000001,1.791759469228055,6.359677669513258,1,At-Risk,1,0
12602,59,1,153.12,0.6931471805599453,5.037731519757957,0,Occasional,0,3
12603,22,1,329.52,0.6931471805599453,5.800667171832983,0,Occasional,0,3
12604,79,2,254.18,1.0986122886681098,5.541969178493598,0,Occasional,0,3
12607,60,1,1579.51,0.6931471805599453,7.3655028587473295,1,Occasional,1,3
12609,78,3,1126.85,1.3862943611198906,7.0280684444921455,1,Regular,1,0
12610,23,5,2099.54,1.791759469228055,7.6499497335130995,1,Regular,1,0
12611,52,1,1193.32,0.6931471805599453,7.085332264745334,0,Occasional,0,3
12612,74,1,704.0400000000001,0.6931471805599453,6.558254538791405,0,Occasional,0,3
12613,57,5,3344.38,1.791759469228055,8.115335568501695,1,High-Value,1,0
12614,278,1,315.6,0.6931471805599453,5.757639147446912,2,At-Risk,2,2
12615,2,4,2291.19,1.6094379124341003,7.73726297143202,1,Regular,1,0
12616,95,2,713.3,1.0986122886681098,6.571303042160927,0,Occasional,0,0
12617,29,1,352.98,0.6931471805599453,5.869240414362608,0,Occasional,0,3
12618,22,1,177.31,0.6931471805599453,5.183523608545955,0,Occasional,0,3
12619,16,9,3455.08,2.302585092994046,8.14789027780418,3,High-Value,3,1
12620,15,3,1339.41,1.3862943611198906,7.20073081629489,1,Regular,1,0
12621,2,20,13355.23,3.044522437723423,9.499738221640039,3,High-Value,3,1
12622,232,1,180.1,0.6931471805599453,5.199049364889368,2,At-Risk,2,2
12623,276,1,305.1,0.6931471805599453,5.723911845951367,2,At-Risk,2,2
12624,106,2,641.13,1.0986122886681098,6.464790775403018,0,Occasional,0,0
12625,212,2,2683.82,1.0986122886681098,7.895368965589599,1,At-Risk,1,0
12626,23,9,6620.48,2.302585092994046,8.798074188898816,3,High-Value,3,1
12627,11,7,4478.53,2.0794415416798357,8.407273409191232,3,High-Value,3,1
12628,4,3,786.46,1.3862943611198906,6.668812575758953,1,Regular,1,0
12630,10,2,1270.88,1.0986122886681098,7.1482513998271635,1,Occasional,1,0
12631,57,1,640.5,0.6931471805599453,6.463809184055691,0,Occasional,0,3
12633,59,4,2144.82,1.6094379124341003,7.671277042692345,1,Regular,1,0
12635,90,2,1689.18,1.0986122886681098,7.432590311121191,1,Occasional,1,0
12637,67,8,6002.9,2.1972245773362196,8.70016453705169,3,High-Value,3,1
12638,33,1,671.69,0.6931471805599453,6.511284599453549,0,Occasional,0,3
12639,239,1,486.1,0.6931471805599453,6.188469440812497,2,At-Risk,2,2
12640,24,3,1174.58,1.3862943611198906,7.06951692181073,1,Regular,1,0
12641,115,1,185.9,0.6931471805599453,5.230573714461517,0,At-Risk,0,3
12642,25,3,1013.26,1.3862943611198906,6.9219145615400475,1,Regular,1,0
12643,128,6,2428.6800000000003,1.9459101490553132,7.79551484042027,1,At-Risk,1,0
12644,130,1,477.91,0.6931471805599453,6.171512688316606,0,At-Risk,0,3
12645,34,4,1775.18,1.6094379124341003,7.482220269767765,1,Regular,1,0
12646,5,2,1346.97,1.0986122886681098,7.206355036031724,1,Occasional,1,0
12647,22,12,3722.82,2.5649493574615367,8.222505302105255,3,High-Value,3,1
12648,155,1,318.05,0.6931471805599453,5.765347830314356,0,At-Risk,0,3
12649,107,3,623.51,1.3862943611198906,6.4369673422476765,1,Regular,1,0
12650,3,1,314.44,0.6931471805599453,5.753968489569372,0,Occasional,0,3
12651,335,1,114.0,0.6931471805599453,4.74493212836325,2,At-Risk,2,2
12652,331,1,919.98,0.6931471805599453,6.82543832049292,2,At-Risk,2,2
12653,149,2,2062.9700000000003,1.0986122886681098,7.6323865916121,1,At-Risk,1,0
12654,11,5,601.98,1.791759469228055,6.401884028681278,1,Regular,1,0
12656,17,5,3999.69,1.791759469228055,8.294222125225614,1,High-Value,1,1
12657,11,4,1643.18,1.6094379124341003,7.4049970586737315,1,Regular,1,0
12658,19,1,686.05,0.6931471805599453,6.532407069777784,0,Occasional,0,3
12659,30,1,91.68,0.6931471805599453,4.529152699564175,0,Occasional,0,3
12660,11,1,245.1,0.6931471805599453,5.50573795739701,0,Occasional,0,3
12662,1,11,3849.78,2.4849066497880004,8.256031004164345,3,High-Value,3,1
12664,8,9,4243.0,2.302585092994046,8.353261499733874,3,High-Value,3,1
12665,325,1,63.0,0.6931471805599453,4.1588830833596715,2,At-Risk,2,2
12667,58,1,620.13,0.6931471805599453,6.431540399799522,0,Occasional,0,3
12668,12,4,3722.67,1.6094379124341003,8.222465020077344,1,High-Value,1,0
12669,151,3,1811.25,1.3862943611198906,7.502324446180987,1,At-Risk,1,0
12670,10,5,2996.05,1.791759469228055,8.005383750527514,1,Regular,1,0
12672,330,1,225.89999999999998,0.6931471805599453,5.424509391785796,2,At-Risk,2,2
12673,5,2,610.52,1.0986122886681098,6.415947661051908,0,Occasional,0,0
12674,39,4,1970.6,1.6094379124341003,7.586600674831223,1,Regular,1,0
12676,25,6,1331.39,1.9459101490553132,7.194729601037682,1,Regular,1,0
12678,42,12,13920.54,2.5649493574615367,9.54119255995303,3,High-Value,3,1
12679,59,4,1113.02,1.6094379124341003,7.015730373647435,1,Regular,1,0
12680,1,4,862.81,1.6094379124341003,6.761352837213469,1,Regular,1,0
12681,15,22,13776.26,3.1354942159291497,9.530774685899623,3,High-Value,3,1
12682,4,31,12085.42,3.4657359027997265,9.399837787269218,3,High-Value,3,1
12683,4,15,8476.57,2.772588722239781,9.045179131116987,3,High-Value,3,1
12684,8,7,2283.63,2.0794415416798357,7.733959364615189,1,Regular,1,0
12685,28,6,2863.08,1.9459101490553132,7.960002460651312,1,Regular,1,0
12686,372,1,89.14,0.6931471805599453,4.501364017262502,2,At-Risk,2,2
12688,114,1,4873.8099999999995,0.6931471805599453,8.491836408313453,1,High-Value,1,0
12689,26,2,1247.61,1.0986122886681098,7.1297862115656185,1,Occasional,1,0
12690,206,1,389.01,0.6931471805599453,5.966172379820607,2,At-Risk,2,2
12691,28,6,1035.8,1.9459101490553132,6.94389432559801,1,Regular,1,0
12693,127,4,855.91,1.6094379124341003,6.753332895580138,1,At-Risk,1,0
12694,70,2,869.67,1.0986122886681098,6.769263030204804,1,Occasional,1,0
12695,7,4,582.1,1.6094379124341003,6.368358698228111,1,Regular,1,0
12697,29,3,957.59,1.3862943611198906,6.865463454791294,1,Regular,1,0
12700,8,4,4939.99,1.6094379124341003,8.505320994961897,1,High-Value,1,0
12701,80,2,797.71,1.0986122886681098,6.682997926190526,0,Occasional,0,0
12702,20,1,219.0,0.6931471805599453,5.393627546352362,0,Occasional,0,3
12703,71,1,283.55,0.6931471805599453,5.650908985049133,0,Occasional,0,3
12704,7,8,2340.84,2.1972245773362196,7.758692224146705,3,Regular,3,1
12705,15,9,6868.29,2.302585092994046,8.834816031986259,3,High-Value,3,1
12707,292,1,603.42,0.6931471805599453,6.404269320519532,2,At-Risk,2,2
12708,30,10,2712.91,2.3978952727983707,7.906145678459555,3,Regular,3,1
12709,15,15,9254.6,2.772588722239781,9.132984052727954,3,High-Value,3,1
12710,97,3,1149.02,1.3862943611198906,7.047534612510416,1,Regular,1,0
12712,29,13,4396.13,2.6390573296152584,8.388707334356674,3,High-Value,3,1
12713,1,1,848.55,0.6931471805599453,6.744706797531768,0,Occasional,0,3
12714,9,5,4708.86,1.791759469228055,8.45741346257719,1,High-Value,1,1
12715,106,1,343.36,0.6931471805599453,5.841687621789754,0,Occasional,0,3
12716,4,2,1053.49,1.0986122886681098,6.960812516706486,1,Occasional,1,0
12717,151,2,1030.98,1.0986122886681098,6.939234566008755,1,At-Risk,1,0
12718,71,1,238.25,0.6931471805599453,5.477509030333064,0,Occasional,0,3
12719,5,2,644.95,1.0986122886681098,6.47072210140631,0,Occasional,0,0
12720,3,25,5781.73,3.258096538021482,8.662631168498326,3,High-Value,3,1
12721,32,6,2656.13,1.9459101490553132,7.885001871924596,1,Regular,1,0
12722,85,4,997.63,1.6094379124341003,6.906384339674138,1,Regular,1,0
12723,4,5,725.07,1.791759469228055,6.587646428909591,1,Regular,1,0
12724,5,4,1031.41,1.6094379124341003,6.9396511539657,1,Regular,1,0
12725,371,1,427.8,0.6931471805599453,6.060990609756592,2,At-Risk,2,2
12726,28,7,2609.1,2.0794415416798357,7.867143813759015,1,Regular,1,1
12727,11,7,3980.7,2.0794415416798357,8.2894641427604,3,High-Value,3,1
12728,71,4,836.33,1.6094379124341003,6.7302182580203365,1,Regular,1,0
12729,114,1,453.01,0.6931471805599453,6.118119224230488,0,At-Risk,0,3
12731,24,12,17435.19,2.5649493574615367,9.766303210293636,3,High-Value,3,1
12732,180,1,236.26000000000002,0.6931471805599453,5.469156586232957,2,At-Risk,2,3
12733,234,1,383.95,0.6931471805599453,5.953113455724059,2,At-Risk,2,2
12734,353,1,110.39999999999999,0.6931471805599453,4.713127327493184,2,At-Risk,2,2
12735,315,2,779.5699999999999,1.0986122886681098,6.660024422032584,2,At-Risk,2,2
12736,333,1,234.0,0.6931471805599453,5.459585514144159,2,At-Risk,2,2
12738,372,1,155.35,0.6931471805599453,5.05209708390385,2,At-Risk,2,2
12739,78,2,1013.04,1.0986122886681098,6.921697631104842,1,Occasional,1,0
12740,64,1,427.6,0.6931471805599453,6.060524083039477,0,Occasional,0,3
12743,134,2,540.13,1.0986122886681098,6.293659545728696,0,At-Risk,0,0
12744,52,7,10457.63,2.0794415416798357,9.255182753897516,3,High-Value,3,1
12747,2,11,4117.05,2.4849066497880004,8.32313502933044,3,High-Value,3,1
12748,1,209,31609.53,5.3471075307174685,10.361245571915036,3,High-Value,3,1
12749,4,5,4090.88,1.791759469228055,8.316759801128319,1,High-Value,1,1
12750,129,1,275.88,0.6931471805599453,5.623584199327089,0,At-Risk,0,3
12752,81,1,4099.9,0.6931471805599453,8.318961740798244,1,High-Value,1,0
12753,23,6,20123.35,1.9459101490553132,9.909685803628522,3,High-Value,3,1
12754,236,3,2603.7,1.3862943611198906,7.86507278440789,1,At-Risk,1,0
12755,281,2,221.07000000000002,1.0986122886681098,5.402992647486168,2,At-Risk,2,2
12756,87,1,112.07999999999998,0.6931471805599453,4.72809553282539,0,Occasional,0,3
12757,16,13,5049.33,2.6390573296152584,8.527208866669067,3,High-Value,3,1
12758,117,2,2791.59,1.0986122886681098,7.934724759609325,1,At-Risk,1,0
12759,52,3,1531.44,1.3862943611198906,7.334616515331031,1,Regular,1,0
12762,8,2,1898.52,1.0986122886681098,7.549356501658852,1,Occasional,1,0
12763,138,2,494.08,1.0986122886681098,6.204719365671822,0,At-Risk,0,0
12764,317,1,1693.88,0.6931471805599453,7.435367220848186,2,At-Risk,2,2
12766,4,7,6989.63,2.0794415416798357,8.852325959921869,3,High-Value,3,1
12769,239,1,1143.6,0.6931471805599453,7.042810509975002,2,At-Risk,2,2
12770,211,1,1236.97,0.6931471805599453,7.121228220317647,2,At-Risk,2,2
12772,60,1,892.47,0.6931471805599453,6.795112758210396,0,Occasional,0,3
12775,17,5,1386.04,1.791759469228055,7.23492725912033,1,Regular,1,0
12778,20,6,822.23,1.9459101490553132,6.713235627004493,1,Regular,1,0
12779,38,8,3981.36,2.1972245773362196,8.289629887368429,3,High-Value,3,1
